Idade;FrequenciaViagem;Departamento;DistanciaCasa;Escolaridade;AreaFormacao;SatisfacaoAmbiente;Genero;EnvolvimentoCargo;NivelCargo;Cargo;SatisfacaoCargo;EstadoCivil;RendimentoMensal;NumEmpresasAnteriores;HorasExtra;PercentAumentoSalarial;AvaliacaoDesempenho;SatisfacaoRelacionamento;NivelOpcaoAccoes;AnosExperienciaTotal;FormacaoUltimoAno;EquilibrioVidaTrabalho;AnosNaEmpresa;AnosNoCargoActual;AnosDesdeUltimaPromocao;AnosComGestorActual;SalarioPorNivel;EstagnacaoRelativa;ProporcaoCarreiraEmpresa;SatisfacaoMedia;PressaoTrabalho
-0.3195808;-0.38701236;-0.1305493;0.47799832;0.067096904;-0.39554843;0.5979071;-0.0837155;-1.5539707;0.013495041;0.16801941;0.1175298;-0.050998624;-0.011372818;-0.65524715;0.025966262;-0.08855395;0.033553705;-0.12979771;-0.9595936;0.039736122;-1.2257153;-0.20398146;-0.4698506;-0.22986141;0.06517431;-0.3702589;0.3852587;-0.3576149;0.116698295;-0.17986986;-0.9443373
0.12392822;-0.25485134;-0.23838761;0.4716492;0.06189924;-0.12239037;-1.1800972;-0.059159763;0.25323847;-0.21737288;0.098905146;-0.02609026;-0.23019928;-0.65741223;-0.32554176;-0.010474666;-0.17558822;0.015317258;-0.88401955;0.5959989;-0.24379916;-0.25397605;-0.47318682;-0.13284919;-0.2394624;0.02160952;-0.30139518;-0.53490645;-0.65919244;0.03857708;-0.18145621;0.8509135
0.09793712;-0.52054465;-0.21875939;0.3438849;-0.0051762164;-0.36080688;0.769928;-0.15183258;-0.31972775;-0.014874931;-0.42465404;-0.084615014;0.045406964;-0.29934818;-0.25396124;-0.00075102586;0.022026103;0.04596184;-0.61692476;-1.1771817;-0.0035327317;0.33377007;0.22469805;-0.36497122;0.042228684;-0.0026500355;-0.3029142;-0.23855142;0.36096564;-0.4702559;-0.4564229;-1.1187965
-0.21141079;-0.33802053;-0.09862014;0.43493053;0.13840893;-0.28057468;0.11206062;-0.06258449;-0.38552672;-0.0013140622;0.3282119;-1.1667151;0.031286802;0.012891257;-0.69596225;0.03411606;0.043857723;0.04258796;-0.15292038;-0.9263345;-0.06430325;0.1343046;-0.35594812;-0.077756256;0.043803718;-0.26791206;-0.35237706;0.13443708;-0.2309044;0.16141981;-0.028590307;-0.8926301
0.25534168;-0.26137576;-0.14449134;0.28476638;0.12102503;0.019978318;-0.14224896;0.00036381744;0.44155082;0.21324967;0.19342622;-0.011638407;-0.11538867;0.9130086;0.37122402;0.03561233;-0.084344275;0.023180783;0.100402996;0.67143023;0.09901974;-0.08549715;-0.32952112;-0.08267283;0.07047746;0.13426152;-0.24352117;-0.3737616;-0.24782653;0.34250957;-0.22861694;1.478275
0.006320421;-0.35531983;-0.23192647;0.3870429;-0.25551957;-0.10591484;0.13639715;0.004211315;-1.4748256;-0.023696247;-0.18609872;0.47260505;-0.052400306;0.34185022;-0.17973255;0.04637851;0.025556441;0.03680266;-0.17550056;-1.329812;0.017199092;0.32468313;-0.30087438;0.10267135;-0.7922951;-0.032392442;-0.18849626;-0.24587913;0.2954616;-0.22851816;-0.2939204;-0.7235514
0.0030297881;-0.53610116;-0.12715821;-0.18050776;-0.06649375;-0.12822917;0.57134396;0.024225527;-1.6767976;0.052376807;-0.34709936;0.13329412;0.046215992;-0.17716877;-0.60959923;0.005532103;0.033991862;0.03298888;-0.635953;-1.1703551;0.05891219;-0.988204;0.15069905;-0.17992434;-0.029375909;0.07188355;0.09112981;-0.09991703;-0.4767864;0.22265697;-0.24685726;1.1312972
0.20386869;-0.7448203;-0.1996653;0.53729004;-0.0007689998;-0.2775331;-0.85204387;0.079682775;-1.273069;0.08916821;0.4265086;-1.0420564;0.03090309;-0.12242052;-0.16524427;-0.017655192;-0.102924466;0.028414043;0.05082202;-1.2123277;0.096747704;0.07280434;0.3241142;0.24447253;0.21081886;0.0030187618;0.31198594;-0.21775602;-0.45031643;-0.31037512;-0.1210204;0.8277553
-0.16538708;-0.23765919;0.14389811;-0.4493686;-0.43009728;-0.0371681;0.59638894;0.0075630182;0.30463186;-0.067683235;-0.16132642;-1.2471112;0.019295711;-1.2315453;-0.17186591;0.023693055;0.17430952;0.033940926;-0.1680057;0.30404574;-0.3585165;-0.17433177;-0.3236501;-7.942319e-05;-0.20892526;-0.059297953;-0.01063674;-0.25866112;0.10360712;0.051436592;-0.42625296;-0.8611998
-0.62394434;-0.2252799;-0.214638;-0.42920578;0.11804112;-0.21847253;-0.97832584;0.12011106;-0.36544284;0.1435248;-0.24676251;-1.6958702;-0.103388295;-0.59583163;0.5068642;0.0094672125;0.07055501;0.021340994;-0.15042987;0.539169;0.08773405;-0.19415945;-0.33294687;-0.16084354;0.0036503412;-0.37092304;-0.27498227;-0.1799574;-0.4390098;0.080264434;-0.32558557;1.1310809
0.1186141;-0.37568808;-0.15341179;0.3344289;-0.049715247;-0.42480403;0.6164591;0.045780156;-1.4525888;-0.08639254;-0.2728054;-0.16702802;0.05032334;-0.3139661;-0.4844741;0.046049125;0.095257275;0.039177082;-0.5980776;-1.0279177;0.042939384;-0.96880656;0.2026866;-0.20266858;0.020289155;-0.17612149;-0.23671429;-0.65214705;-0.020385353;0.13447246;-0.5888889;-0.8403269
-0.46706116;-0.27482912;0.17684923;0.057828423;-0.477262;-0.034599878;-0.12213081;0.0269742;0.31990373;0.20093317;0.28009534;1.0651103;-0.09562311;-0.096603066;0.40455887;0.03396745;-0.08834084;-0.30908677;0.23342869;0.81276345;-0.12411332;-0.01758827;-0.29306477;-0.27228045;0.0015431338;0.039100725;-0.17917588;-0.0045042243;-0.40549424;0.20695487;0.07988411;-0.8419457
-0.10180612;-0.3913116;-0.1510675;-0.22984488;-0.37215617;-0.024606576;0.7442208;-0.02963035;-0.3734393;-0.13486849;-0.2752868;0.21709338;-0.23382102;-0.7246997;-0.4484594;0.005776452;-0.04803787;0.022867873;-0.20802249;0.4913876;-0.18712491;-0.20865767;-0.20456891;-0.0094152875;-0.077608086;-0.17924042;-0.7140652;-0.31297305;0.12687771;0.14642231;-0.22236085;-0.78021705
0.1653514;-0.36065173;-0.19972381;0.33661056;-0.06628986;-0.32297334;-0.09802465;0.0073224595;-0.39482948;0.046664074;-0.43585593;-1.2287189;-0.054177642;1.2040354;-0.123799756;0.025188694;-0.115053095;0.023053363;-0.7359319;0.40988448;0.19985877;-0.8086019;-0.26654726;0.2724558;0.31122643;0.06513888;0.49177808;-0.14054532;-0.40512627;-0.44975212;0.13411212;-0.9610093
-0.078997746;-0.38352913;-0.08173426;-0.16662137;0.12159425;-0.4777221;0.25096548;0.040313773;-0.34993404;0.13960691;-0.22876191;1.095278;-0.14058776;0.1295749;-0.22331588;0.03573014;0.07631331;0.032018654;-0.08277449;0.647918;0.034193154;0.17668931;-0.20456977;-0.09521691;0.13680175;-0.27757916;-0.16421482;-0.11774067;-0.13925609;0.36267155;0.12929048;-0.77490604
0.001367543;-0.21517201;-0.14329621;-0.21666305;0.0052025225;-0.34192374;-0.35819766;-0.124654174;-0.31878072;-0.030632842;-0.16228771;-0.03516965;0.0019116421;-1.1699291;0.12201511;0.08804744;-0.011099749;0.035668895;-0.40696472;-0.8574373;-0.408017;-0.23323588;0.35717514;-0.10966061;-0.69026107;0.03205696;-0.2079521;-0.5015555;0.42241532;-0.033429436;0.5434978;-0.6400263
0.11425031;0.53991675;-0.2062941;0.45111454;0.10654821;0.056152977;0.12865482;-0.02564542;0.79077506;0.107699335;-0.104111925;0.6083382;-0.0054022796;-0.23326078;-0.12577802;0.0039516767;-0.032482933;-0.3329401;0.12938553;0.75980085;-0.056196526;-1.0233555;-0.17502029;-0.09614648;0.06734946;0.036041774;0.054913454;-0.16873373;0.22545102;-0.35220173;-0.24701676;1.0414251
-0.2461822;-0.32674053;-0.057915986;-0.283637;-0.5307073;0.23402265;-0.47025153;-0.01976707;-0.45690337;-0.14672257;-0.0904194;0.10442124;0.049349576;-0.614692;-0.60466194;0.059476513;0.025831513;0.032248877;-0.7591959;-0.926179;-0.19980508;0.08773492;-0.33000186;0.1343792;-0.14417759;0.055978492;-0.1878074;-0.021221764;0.31160396;0.03784999;0.033727173;-0.90047926
-0.20299727;-0.13507366;-0.1498036;-0.33755323;-0.44986522;-0.52431476;0.8644748;-0.040566713;0.41734573;0.062124893;-0.08963233;-0.8838501;0.10421235;0.50556207;-0.163788;0.08819778;-0.18686587;0.03965958;-0.45275337;-0.3077564;-0.25919607;-0.13015544;-0.36424223;-0.030972503;-0.003655166;-0.07374527;-0.8111635;-0.052494608;0.17844005;0.0015313631;0.3429232;-0.3361728
-0.469994;-0.35815504;0.05057037;-0.5375717;-0.4601012;0.18207352;0.11418002;-0.11647531;-0.44797438;-0.09849817;-0.21977991;0.67225486;-0.25905836;-1.262934;-0.17964701;0.018596604;-0.10239245;0.025375769;-0.73899823;0.34804153;-0.44046575;0.06546537;0.20884705;-0.04899363;0.015615448;-0.11020785;0.20542927;-0.31547463;-0.06444584;-0.7382015;-0.54077744;-1.03995
-0.06910464;-0.34215903;-0.14426982;-0.6120992;0.0324826;-0.29282647;-0.2556977;0.05547195;-0.39782643;0.05634949;0.33995244;-1.2703049;-0.12922373;0.30194214;0.11949268;0.041745123;-0.005882083;0.026528055;-0.96454966;0.35217577;0.01957984;-0.21394251;-0.3797803;0.23571156;0.20706345;0.021628726;0.42732096;0.09158618;-0.45799604;-0.30603892;0.10019311;-0.8560662
-0.56479204;-0.2366675;-0.29510215;-0.041366365;-0.4151164;-0.28440815;-0.7238285;0.097808234;-0.39651182;-0.15093496;-0.15461256;-1.3016254;0.011677632;-1.0663666;-0.18606327;-0.05206935;-0.09865921;0.023333905;-0.54083866;0.4467313;-0.13407099;-0.6872726;-0.4215095;-0.17049703;0.013984406;-0.33644772;-0.33933997;-0.21761939;-0.32903853;-0.23903109;-0.014831251;1.1050339
0.13046159;-0.2181115;-0.11372519;-0.016688671;0.012356634;-0.47658643;-0.8432689;-0.033399805;0.3081869;0.056183822;0.021836873;-0.22051544;-0.20271826;0.13318902;-0.15635993;-0.0009891241;-0.23992541;0.023289245;0.73817956;0.50543624;-0.038760755;-1.0251691;-0.46999413;-0.14947525;0.33176848;-0.20605324;-0.39262694;-0.5559415;-0.01725703;-0.3007285;-0.45842546;-1.0982759
-0.2723708;-0.23984163;0.20840335;-0.10539117;0.10489432;0.43604374;-0.7152744;0.04405243;-0.26042187;-0.13741346;0.3645843;-0.9098919;-0.00344987;1.1760322;0.00049123913;0.0460606;-0.052137144;0.034026876;-0.15956326;-0.46884704;-0.037583232;-0.5289821;-0.30563542;0.2377887;0.46050125;0.03755457;0.556127;-0.051257305;-0.3949739;-0.22547631;0.3280297;-0.7052298
0.20768768;-0.2797743;-0.07849503;-0.66762006;0.08417923;-0.21924084;0.13324878;-0.031055182;-0.31352764;0.04191705;-0.27108505;-1.0794168;-0.07063717;0.26379186;-0.19745746;0.01748846;0.04386178;0.037541796;0.60574156;-0.6702537;0.053655222;0.11644582;0.23335843;0.052349392;0.33053553;-0.10343099;0.38326648;0.007690072;0.28912607;0.0048152157;-0.2845765;1.1756606
-0.3287287;-0.34095368;-0.16884458;-0.5342444;0.07658034;-0.2770471;-0.8477043;-0.09328805;-1.4076946;-0.029909186;-0.36902902;0.038256414;0.029023476;-0.006465044;-0.27915952;0.048032727;0.0026950224;0.03904535;-0.71643543;-1.0338709;0.0015683463;-0.16610304;0.3995122;-0.30069143;-0.03395248;-0.2693395;-0.1092364;0.066416964;-0.26545873;0.20183516;0.46220464;-0.74534947
-0.4772342;-0.2477938;0.093132;-0.3957587;0.106665924;0.48874804;0.6516229;-0.015234858;0.37824833;0.17049682;0.33495948;-0.012764564;-0.05626653;0.05797754;-0.1862444;0.013850663;-0.07331679;0.034275133;-0.05708488;0.5631894;0.09772672;0.14132719;-0.21170603;-0.08817194;0.0022532847;0.04662714;-0.21606492;-0.004589532;-0.45971185;-0.58515364;-0.32357153;1.3569957
-0.4728482;-0.20927359;0.049852554;-0.5967469;0.08505513;0.36584887;-0.9955013;0.006188386;-0.38334167;0.038288467;0.14545265;-1.1768588;-0.0357757;0.64616895;-0.20054385;0.0042642057;-0.1666255;0.029365346;0.6029893;0.5204993;0.07417948;-0.1281417;-0.5116229;-0.072017476;-0.042083416;-0.14894743;-0.27613342;-0.3964899;0.08650364;-0.28561366;-0.045190338;-1.0420223
-0.4910461;-0.43353918;-0.22052473;-0.15669997;-0.60893995;-0.1523671;0.20346057;-0.14933053;0.32496712;0.05641097;-0.35393396;0.5536434;-0.046196673;-0.4378455;0.31991872;-0.00026442244;-0.12357762;0.03457534;-0.86944824;-0.7711677;0.042591132;-0.26772827;-0.39370707;0.02442981;0.212644;0.06684004;0.16661689;-0.17365836;-0.57450235;-0.14755774;-0.24392277;1.2924671
0.008703716;0.94989073;0.08763147;-0.8616354;0.1377849;-0.10984887;-0.31541574;0.038160827;-1.3964626;-0.13177113;-0.16523175;0.5702794;-0.06307342;-0.75789225;-0.17655581;0.0466742;-0.30660346;0.034274984;0.5463903;-1.2369218;-0.10427763;-0.1108766;-0.15637587;-0.19480683;-0.0270385;-0.2387091;-0.28818336;-0.08259825;-0.1844348;0.048113443;-0.2874669;-0.76517886
-0.55757344;-0.20691672;-0.16558094;-0.39166945;0.005912591;-0.2553046;-0.25331658;0.017512474;-0.37747666;0.028851092;0.3494748;-0.9658819;0.060077142;1.1267295;-0.15702964;0.04678442;-0.018383585;0.036373742;-0.19514336;-0.9110275;0.108530894;-0.15756917;-0.33576384;0.27385142;0.28807876;0.048379872;0.44610596;-0.36414444;-0.4311771;-0.4195128;0.11643003;-0.8039225
0.04310531;-0.36013216;-0.15008053;-0.5587421;-0.19281264;-0.060896397;-0.90410095;-0.06217294;-0.22649112;0.038436208;0.531453;0.49697983;0.022081936;0.15876016;-0.18809202;0.023805378;-0.1080465;0.031606223;-0.6560595;-0.82424086;0.0526554;-0.78605974;-0.36915544;0.15328701;0.28874147;0.069510706;0.47204715;0.041537717;-0.27878124;-0.48012963;-0.058280945;-0.88678193
0.12752318;-0.3261414;-0.12298926;0.31451225;0.053339884;-0.099625535;0.71513134;-0.07513427;1.0008194;0.09156572;0.44176364;-0.08167677;-0.051269516;0.12468745;-0.15919337;-0.013633143;-0.050458316;0.02835267;0.024527725;0.7052994;0.102224655;0.1732579;0.32061386;0.21454789;0.33477715;0.1009929;0.2987607;-0.092247024;-0.24839364;-0.35674798;-0.33692768;-0.8269409
-0.24109831;0.6011364;0.14321853;-0.29716918;0.061009742;-0.11343042;-1.2848525;-0.08044975;-0.36599523;-0.0053163003;-0.16334175;-0.078046694;-0.19628339;-0.28634644;-0.16089393;0.0146570075;-0.0025789272;0.033844847;-0.5924701;0.5036478;-0.045433883;0.43982708;-0.3650658;-0.12880366;-0.36176726;-0.34420186;-0.041895796;-0.3212768;-0.14417662;-0.29162058;-0.099836126;-0.8291597
0.02550173;0.558853;-0.17747636;-0.95860577;0.014886015;-0.39808878;-0.18511504;0.0017955014;-0.32052004;-0.13053113;0.1122144;-1.3619492;-0.056844063;-0.6689865;-0.20064071;0.07401341;-0.066305526;-0.19443391;-0.7391188;0.46674567;-0.14883746;0.0502384;-0.41836476;-0.3044563;-0.24801658;-0.06731633;0.062187955;-0.490425;0.28427422;-0.2907434;0.16613254;-0.70720774
-0.11578768;-0.11906721;-0.1134543;0.3750728;0.055190872;0.47899476;0.2597686;-0.029482935;-0.21820948;-0.03278939;-0.2556897;-0.04458119;0.11097573;-0.27737236;-0.07276465;0.05639005;-0.065408714;0.035557114;-0.3155354;0.60003644;-0.28842944;0.8427126;-0.23588988;-0.026504092;-0.44898695;0.08763277;-0.12490367;-0.13830858;0.45993036;0.2957105;0.34013945;-0.69887316
-0.11488174;-0.6064667;-0.017712243;0.568132;-0.4843117;0.22368948;0.15317729;-0.15134649;-0.37741432;-0.13378128;-0.049074233;-0.16608451;-0.1510156;-0.21061604;-0.42851785;0.025693262;-0.05689165;-0.32439584;-0.16657095;0.7556823;-0.115405425;0.12198999;-0.3127043;-0.0060170493;-0.15466507;-0.07089375;-0.11014706;-0.1426701;0.22554067;0.08674953;-0.6372638;-1.0331478
-0.41689092;-0.4599951;-0.16783951;0.37094656;0.0121014565;-0.40268838;0.054817498;-0.07413216;-0.31777653;0.04580021;-0.35039666;0.2114139;-0.17618507;-0.31017905;0.046360657;0.015353288;-0.26500922;-0.41998336;0.48641205;0.77221215;-0.0408393;0.27388978;-0.1602983;-0.027577132;0.2997714;0.006747475;0.30510738;-0.29805392;-0.4237721;-0.53927237;-0.22016084;-1.0819225
-0.4783232;0.5633575;0.16357073;-0.422705;-0.5851279;0.32491282;0.58638585;0.008486113;-0.32293034;-0.1750436;-0.08702345;-1.3583828;-0.12821288;-0.60168636;0.06726706;-0.013016164;-0.21024047;-0.27243894;-0.16589642;0.5641378;-0.3340175;-0.048822593;-0.2847113;-0.07300912;-0.11348668;-0.018638454;-0.3212688;-0.011874652;-0.46398625;0.19462061;-0.120402604;1.1620469
-0.51802605;-0.3218811;-0.21606128;-0.214134;-0.040332768;-0.25117308;-0.75163394;-0.025454793;-1.1951466;0.04854068;0.402273;-1.1237707;-0.19177708;0.11259669;-0.17345308;0.01445099;-0.28635055;0.023502352;-0.71273214;0.51051044;0.10584817;0.039411157;-0.42110327;0.19557218;0.29922906;0.029084789;0.1859498;-0.49138793;-0.4246862;-0.27593532;-0.12819584;-1.0726885
-0.3818841;-0.29339623;-0.17046034;-0.48295262;0.13567975;0.09986397;0.7392346;0.0487741;0.2759225;-0.12613754;0.23306955;-0.015285528;-0.15298998;-0.55139905;0.41743523;-0.008887376;-0.0647597;0.02225697;-0.7833458;0.44775853;-0.46691775;0.11167918;-0.2709568;0.17825271;0.33939624;0.06240561;0.30419844;-0.288295;-0.4573958;-0.31513584;-0.19202082;1.3622993
0.17773557;-0.2549588;-0.14893095;-0.31630042;-0.3901264;0.49431774;-0.27731052;0.085115284;-0.453124;0.17849413;0.25167438;0.036800493;-0.078401886;-0.14131956;-0.17722878;-6.8330846e-05;-0.083506726;0.028184125;-0.10600804;0.67802095;0.1882892;-0.13400322;0.4168392;0.036754575;0.088461414;-0.13027471;-0.2658194;-0.012320849;0.252094;-0.405439;0.02626574;0.8893763
-0.389771;-0.31698364;0.082374424;-0.79888815;-0.619175;0.34113693;0.30427924;-0.040726174;-0.3808435;-0.17252432;-0.15419324;0.57660645;0.04642654;-0.746249;0.46258852;-0.046366893;-0.28480232;-0.43082199;-0.15030174;-1.2991551;-0.015140374;0.13577296;0.31183115;-0.081523776;0.0049232407;-0.20668994;-0.16975093;-0.26850343;-0.106962256;-0.06472847;-0.06778802;1.0168003
-0.2519563;-0.7621944;-0.28213644;0.3050276;0.13157141;-0.5961111;-0.41755235;0.06689017;0.49250677;-0.06714633;-0.19116892;0.7304079;0.027101152;-0.2737103;-0.15872502;-0.03556534;-0.035194606;0.035673346;-0.18677428;-0.9539295;-0.15381727;-0.28322262;-0.33281618;-0.094138056;0.31850645;-0.09480305;-0.24480687;-0.22500718;0.23030953;-0.1925983;-0.2505382;0.8444561
0.14926234;-0.2620109;0.1397192;0.419036;0.111001894;0.35940805;-0.36581337;-0.09033507;0.29973906;-0.16388562;-0.23148772;-1.3695503;-0.07789518;-0.82921237;0.36912718;-0.041571178;-0.19505481;0.030371865;-0.16020107;-1.1861056;0.14355546;0.02922247;0.30472943;0.0074642543;-0.08893769;0.04202757;0.202149;-0.6207569;-0.7537552;-0.16627067;-0.3735398;0.6442942
0.045519933;0.45335132;-0.25776455;-0.6539725;-0.03954066;0.07594339;0.576913;-0.10402203;-0.26827043;-0.057414185;-0.27871716;-1.1827606;-0.111609615;-0.8065344;-0.1964313;-0.0059939497;-0.01698154;0.022323433;-0.2022878;0.61010534;-0.38750783;0.35967138;-0.19120143;-0.18399937;-0.64883727;0.054192238;-0.67952657;-0.2003431;0.38577482;-0.2858382;-0.2570887;0.97558683
-0.34726435;0.6611172;0.18514071;0.52479935;-0.3898756;0.0013356407;0.18056677;-0.16495049;-0.32011876;0.09855572;-0.16419122;0.5609705;-0.0029495847;0.13122693;-0.22074534;0.053948008;-0.064596355;-0.46373335;-0.57174826;-0.8059494;-0.037161887;-0.148221;0.2690937;-0.03721818;-0.5398911;-0.28612766;-0.28787485;-0.24662833;-0.37559628;-0.30265084;-0.4020647;-0.77417535
-0.33022663;-0.3011415;-0.24332698;0.3087941;-0.58976066;-0.40058225;-0.48621476;-0.14538062;-0.44419348;0.1861509;0.02689567;0.6780041;-0.011616465;-0.47981566;-0.12647276;-0.047793407;0.07831452;0.030444099;-0.18054998;-1.0203177;0.053958386;-0.31019014;-0.3376473;0.022672346;0.12338335;-0.13781017;-0.28131458;-0.2363393;0.13298286;0.08614877;-0.3408499;0.9155201
-0.0056345505;-0.27577883;-0.17385584;-0.18797305;-0.27474564;-0.18028167;-0.84894353;-0.020684907;-0.24861324;-0.15030585;0.3981092;-1.1614864;0.030217499;-0.96847856;-0.16605586;0.0534217;-0.14498287;-0.36663523;-0.48592553;-0.7863284;-0.11833256;-0.12693077;0.5011475;-0.2661864;-0.17994028;-0.31761217;-0.12046539;-0.35196555;-0.14569145;0.14928338;0.08892059;-0.8240594
-0.53709906;-0.40682167;-0.21671523;-0.5967271;-0.42671964;-0.13174531;0.7525003;-0.04686042;0.22531049;-0.19676502;-0.22992419;-0.19290344;0.0064529763;-0.8574786;-0.35788253;0.014156152;-0.2921673;0.037294354;-0.16186309;-1.1608359;0.012134638;0.08985895;-0.32889536;-0.22061813;-0.16225319;-0.0041512004;-0.116627865;-0.26239884;-0.8022696;-0.306978;-0.45053124;-1.0618691
0.077684134;-0.2195579;-0.25014246;-0.73638904;0.04672209;-0.64498615;0.6197315;0.00038941554;-0.31833082;-0.19021402;-0.16555513;-0.7020096;-0.05856369;-0.75832224;-0.29243803;-0.014488542;-0.26302034;-0.41288045;0.0083356695;-0.8782337;0.03435801;-0.20508541;-0.24707003;-0.040159672;-0.40503934;-0.022582939;-0.29514092;-0.21812907;0.31081986;-0.3635343;-0.39243025;1.2265885
-0.47090298;0.51892525;-0.1764664;0.37056643;-0.23474109;-0.116603926;-0.781444;-0.0040119495;-0.2487075;-0.119390324;0.045227766;-1.2735853;-0.14578986;0.10124321;-0.14718166;0.01106465;-0.111003675;0.020081444;-0.53508186;0.47542685;-0.12642321;0.024954237;-0.4871257;-0.0020933957;-0.18972285;0.07782942;-0.43153438;-0.48562127;0.20611031;-0.14829065;-0.059719093;-0.93283755
